"Name","OVR","PAC","SHO","PAS","DRI","DEF","PHY","Acceleration","Sprint.Speed","Positioning","Finishing","Shot.Power","Long.Shots","Volleys","Penalties","Vision","Crossing","Free.Kick.Accuracy","Short.Passing","Long.Passing","Curve","Dribbling","Agility","Balance","Reactions","Ball.Control","Composure","Interceptions","Heading.Accuracy","Def.Awareness","Standing.Tackle","Sliding.Tackle","Jumping","Stamina","Strength","Aggression","Position","Weak.foot","Skill.moves","Preferred.foot","Height","Weight","Alternative.positions","Age","Nation","League","Team","url","GK.Diving","GK.Handling","GK.Kicking","GK.Positioning","GK.Reflexes","gender"
"Tomás Ribeiro",72,65,34,49,56,72,75,64,66,33,22,66,28,25,44,43,35,27,63,59,32,44,61,60,72,65,72,70,72,72,73,71,79,72,75,77,"CB",2,2,"Left",185,77,"",25,"Portugal","Liga Portugal","Vitória SC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-ribeiro/253378",NA,NA,NA,NA,NA,"M"
"José Machín",72,54,64,70,72,63,63,54,54,73,60,70,67,69,48,73,59,65,75,72,70,74,68,62,71,74,70,61,58,61,68,63,61,70,60,63,"CM",3,3,"Right",184,74,"CAM",28,"Equatorial Guinea","Serie BKT","Frosinone","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-machin/230817",NA,NA,NA,NA,NA,"M"
"Álvaro Madrid",72,68,64,72,75,58,68,68,68,69,67,66,64,31,57,75,70,55,76,74,60,75,78,66,65,77,74,61,45,55,65,57,62,77,70,54,"CM",3,3,"Right",179,78,"CDM",29,"Chile","Sudamericana","Everton","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alvaro-madrid/214748",NA,NA,NA,NA,NA,"M"
"Nicolas Madsen",72,58,67,73,69,67,70,61,55,63,65,72,69,50,87,72,70,71,75,75,69,68,61,66,68,75,65,69,66,66,68,67,72,73,71,62,"CM",3,2,"Right",192,81,"CAM, CDM",24,"Denmark","EFL Championship","QPR","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-madsen/243223",NA,NA,NA,NA,NA,"M"
"Soungoutou Magassa",72,58,48,64,62,71,71,51,64,52,48,54,42,45,47,64,55,51,73,65,49,60,52,53,68,67,68,70,71,69,74,72,76,59,77,72,"CB",3,2,"Right",188,75,"",20,"France","Ligue 1 McDonald's","AS Monaco","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/soungoutou-magassa/275102",NA,NA,NA,NA,NA,"M"
"Frank Magri",72,77,72,59,73,21,63,78,77,70,73,73,69,69,68,58,52,55,70,46,59,73,73,74,65,75,66,14,68,15,19,16,78,72,69,34,"ST",3,2,"Right",178,75,"LM",25,"Cameroon","Ligue 1 McDonald's","Toulouse FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frank-magri/266299",NA,NA,NA,NA,NA,"M"
"Linton Maina",72,91,62,64,73,29,55,89,92,67,67,62,54,58,47,64,68,43,66,60,66,72,85,87,69,71,63,24,44,29,28,25,59,78,47,44,"LM",4,3,"Right",173,70,"RM, LW",25,"Germany","Bundesliga 2","1. FC Köln","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/linton-maina/242997",NA,NA,NA,NA,NA,"M"
"Gaius Makouta",72,67,66,68,73,67,81,65,68,73,65,71,65,58,66,72,61,53,74,68,62,76,67,59,70,73,71,66,68,64,71,64,78,86,80,76,"CDM",3,3,"Right",180,75,"CM, CAM",27,"Congo","Trendyol Süper Lig","Alanyaspor","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gaius-makouta/235570",NA,NA,NA,NA,NA,"M"
"Youssef Maleh",72,61,65,73,72,66,64,66,57,72,65,68,58,70,64,73,70,63,77,73,76,71,74,74,69,74,73,68,51,68,69,66,60,75,58,68,"CM",3,3,"Left",177,74,"",26,"Morocco","Serie A Enilive","Empoli","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-maleh/236838",NA,NA,NA,NA,NA,"M"
"Facundo Mallo",72,59,31,43,48,72,78,59,59,25,27,43,29,25,37,30,28,30,59,55,28,42,39,53,67,54,52,73,72,72,73,71,80,73,81,78,"CB",3,2,"Right",186,81,"",29,"Uruguay","Libertadores","Rosario Central","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-mallo/248207",NA,NA,NA,NA,NA,"M"
"Emanuel Mammana",72,76,43,64,71,72,72,77,75,49,28,65,49,36,62,61,59,34,73,72,44,68,74,69,72,73,77,69,71,74,72,73,77,67,75,69,"CB",3,3,"Right",183,72,"",28,"Argentina","Primera División","Vélez Sarsfield","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emanuel-mammana/221551",NA,NA,NA,NA,NA,"M"
"Wilson Manafá",72,84,58,65,72,67,67,87,82,68,56,66,54,57,47,65,70,48,68,54,68,73,80,80,63,69,71,70,59,69,67,67,75,74,61,73,"RB",4,3,"Right",175,69,"LB",30,"Portugal","CSL","Shanghai Shenhua","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wilson-manafa/238857",NA,NA,NA,NA,NA,"M"
"Christos Mandas",72,75,70,71,78,23,69,22,25,NA,NA,53,NA,NA,18,28,11,12,30,20,12,12,39,34,60,18,31,14,10,NA,10,12,45,23,45,19,"GK",3,1,"Right",189,73,"",22,"Greece","Serie A Enilive","Latium","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christos-mandas/278032",75,70,71,69,78,"M"
"Million Manhoef",72,85,65,63,73,56,76,87,84,67,66,69,65,59,48,61,66,51,65,60,61,74,73,82,69,70,68,54,67,53,58,55,76,80,73,77,"RM",3,3,"Left",179,69,"RW",22,"Holland","EFL Championship","Stoke City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/million-manhoef/258093",NA,NA,NA,NA,NA,"M"
"Vito Mannone",72,70,69,68,71,55,74,54,56,12,16,51,12,15,44,57,11,15,48,33,12,15,42,44,70,24,57,16,14,23,11,20,67,31,67,29,"GK",3,1,"Right",189,77,"",36,"Italy","Ligue 1 McDonald's","LOSC Lille","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vito-mannone/179547",70,69,68,74,71,"M"
"Oscar Taty Maritu",72,85,71,55,71,26,66,81,89,76,74,72,63,69,69,60,61,48,53,45,53,74,77,58,74,68,58,23,63,25,18,21,81,74,74,32,"ST",3,3,"Right",182,80,"RM, RW",25,"Congo DR","CSL","Cangzhou FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oscar-taty-maritu/257518",NA,NA,NA,NA,NA,"M"
"Jonas Martin",72,44,64,72,67,70,63,43,44,69,57,69,69,63,76,75,67,66,74,75,72,67,52,69,74,68,74,72,59,74,69,67,58,59,61,73,"CDM",4,3,"Right",184,77,"CM",34,"France","Ligue 1 McDonald's","Stade Brestois 29","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-martin/197813",NA,NA,NA,NA,NA,"M"
"Alexis Martín Arias",72,72,68,69,75,54,71,60,46,19,19,52,15,12,23,28,20,14,34,27,17,30,46,59,70,37,35,27,14,20,18,16,69,37,65,28,"GK",3,1,"Right",185,79,"",32,"Argentina","Libertadores","Cerro Porteño","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexis-martin-arias/217805",72,68,69,71,75,"M"
"Aarón",72,52,54,72,75,71,64,66,41,64,43,69,65,45,46,64,78,85,74,65,82,74,77,75,71,76,70,72,63,71,72,70,68,74,61,59,"LB",3,3,"Left",178,70,"LM",27,"Spain","Serie A Enilive","Genoa","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron/236295",NA,NA,NA,NA,NA,"M"
"Mauricio Martínez",72,53,59,67,69,66,79,52,54,71,49,75,69,37,58,71,53,68,75,72,41,73,57,47,70,71,56,70,67,64,66,62,75,68,85,80,"CDM",3,3,"Right",183,80,"CM, CB",31,"Argentina","Libertadores","Rosario Central","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mauricio-martinez/226798",NA,NA,NA,NA,NA,"M"
"Pablo Martinez",72,63,54,63,67,71,77,61,64,55,59,52,49,40,45,55,66,50,68,68,51,64,66,69,73,70,65,72,72,73,70,68,80,72,80,73,"CB",3,2,"Left",182,77,"LB",35,"France","LALIGA HYPERMOTION","RC Deportivo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pablo-martinez/223284",NA,NA,NA,NA,NA,"M"
"David Martínez",72,75,54,68,66,70,74,72,77,51,43,80,54,46,52,69,58,67,72,71,62,64,67,68,69,67,72,68,71,70,72,71,84,59,79,78,"CB",3,2,"Left",182,76,"LB",26,"Paraguay","MLS","Inter Miami CF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-martinez/241569",NA,NA,NA,NA,NA,"M"
"Josef Martínez",72,80,72,60,73,23,65,81,79,70,70,79,66,73,79,60,49,57,67,59,68,71,78,84,72,72,69,18,71,15,21,15,85,50,71,66,"ST",4,3,"Right",173,74,"",31,"Venezuela","MLS","CF Montréal","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josef-martinez/207877",NA,NA,NA,NA,NA,"M"
"Adam Masina",72,64,42,66,67,73,61,58,68,58,30,63,46,37,31,60,73,35,69,70,64,68,63,35,68,72,72,71,73,71,75,76,74,33,70,72,"CB",3,3,"Left",191,87,"LB",30,"Morocco","Serie A Enilive","Torino","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-masina/225410",NA,NA,NA,NA,NA,"M"
"Lukáš Masopust",72,72,66,70,73,69,74,73,71,72,65,69,65,64,61,69,73,59,71,71,65,73,73,74,70,73,71,70,70,67,70,67,79,72,75,74,"RM",4,3,"Right",179,76,"RB, RW",31,"Czech Republic","Česká Liga","Slavia Praha","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lukas-masopust/243007",NA,NA,NA,NA,NA,"M"
"Eliot Matazo",72,68,60,69,75,67,76,72,64,65,58,68,62,44,45,73,61,43,75,72,64,75,77,84,68,74,74,69,54,65,71,70,75,71,80,72,"CDM",3,3,"Right",170,67,"CM",22,"Belgium","Ligue 1 McDonald's","AS Monaco","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eliot-matazo/258433",NA,NA,NA,NA,NA,"M"
"Christian Mawissa",72,65,31,54,62,73,73,66,64,40,28,45,21,28,42,38,53,28,69,56,42,63,43,58,70,64,69,72,71,72,75,74,79,69,74,73,"CB",3,2,"Left",180,75,"RB, LB",19,"France","Ligue 1 McDonald's","AS Monaco","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-mawissa/272785",NA,NA,NA,NA,NA,"M"
"Youssef Maziz",72,62,69,72,75,34,61,67,57,71,70,71,68,65,60,72,70,74,73,71,76,75,76,75,70,75,71,36,40,28,39,31,54,71,57,59,"CAM",3,4,"Right",175,76,"",26,"France","1A Pro League","OH Leuven","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-maziz/237138",NA,NA,NA,NA,NA,"M"
"Pasquale Mazzocchi",72,76,59,72,73,67,69,75,76,68,58,63,57,58,58,68,75,59,73,73,69,74,69,67,64,75,66,68,59,67,69,69,72,69,68,71,"RM",3,3,"Right",180,74,"LM, RB, RW",29,"Italy","Serie A Enilive","SSC Napoli","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pasquale-mazzocchi/239679",NA,NA,NA,NA,NA,"M"
"Riley McGree",72,78,67,69,73,63,74,81,76,72,66,68,67,64,63,71,67,62,71,63,70,72,84,78,71,71,74,68,52,65,63,58,75,78,74,67,"LM",3,3,"Left",178,72,"CAM, LW",25,"Australia","EFL Championship","Middlesbrough","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riley-mc-gree/233487",NA,NA,NA,NA,NA,"M"
"Kenny McLean",72,66,69,68,72,66,74,74,59,64,66,78,68,56,75,68,55,70,73,71,68,70,71,61,73,76,70,68,64,67,67,62,75,84,69,72,"CDM",4,3,"Left",183,70,"CM, CB",32,"Scotland","EFL Championship","Norwich","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kenny-mc-lean/201368",NA,NA,NA,NA,NA,"M"
"Paddy McNair",72,62,62,67,68,73,76,62,62,59,58,69,68,45,65,64,68,61,68,66,68,68,62,63,71,69,68,71,72,73,74,71,78,76,75,76,"CB",3,3,"Right",183,72,"",29,"Northern Ireland","EFL Championship","West Brom","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paddy-mc-nair/213697",NA,NA,NA,NA,NA,"M"
"Jonas Meffert",72,59,48,64,66,70,75,53,63,43,42,57,55,46,51,66,52,40,73,70,49,64,63,65,65,70,65,69,64,72,72,69,70,77,75,74,"CDM",4,2,"Right",186,76,"CM",30,"Germany","Bundesliga 2","Hamburger SV","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-meffert/212321",NA,NA,NA,NA,NA,"M"
"David Mella",72,91,68,68,70,25,51,89,92,71,70,68,69,69,50,69,69,47,68,68,72,70,80,70,71,65,72,21,48,22,24,25,65,65,51,31,"LM",4,4,"Left",169,65,"RM, LW",19,"Spain","LALIGA HYPERMOTION","RC Deportivo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-mella/278035",NA,NA,NA,NA,NA,"M"
"Eugenio Mena",72,68,52,69,69,69,69,69,67,72,45,60,55,42,52,68,73,41,72,68,71,67,72,64,71,71,67,72,57,67,72,72,68,65,67,78,"LB",3,3,"Left",173,68,"",36,"Chile","Sudamericana","Uni. Católica","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eugenio-mena/209744",NA,NA,NA,NA,NA,"M"
"Kevin Méndez",72,77,59,71,72,54,74,76,78,69,57,68,53,59,61,74,74,62,72,70,60,75,76,73,62,68,72,53,54,54,56,45,73,82,72,68,"RM",3,4,"Right",175,72,"RW",28,"Uruguay","Sudamericana","Everton","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-mendez/226569",NA,NA,NA,NA,NA,"M"
"Edgar Méndez",72,73,70,67,71,43,76,74,73,75,70,73,66,69,68,69,70,47,67,67,70,74,65,47,64,73,68,42,67,35,45,34,82,69,81,73,"RM",2,3,"Right",187,78,"LM, RW",34,"Spain","ISL","Bengaluru FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edgar-mendez/219728",NA,NA,NA,NA,NA,"M"
"Benjamin Mendy",72,69,53,73,73,71,67,66,71,72,38,76,62,37,48,74,77,42,77,67,78,74,64,63,67,77,73,71,64,69,75,76,76,38,77,74,"LB",3,3,"Left",185,85,"LM",30,"France","Ligue 2 BKT","FC Lorient","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-mendy/204884",NA,NA,NA,NA,NA,"M"
"Levent Mercan",72,80,62,70,70,67,66,81,79,54,54,80,66,58,55,65,73,66,73,69,68,67,78,76,62,74,67,66,53,69,70,71,72,64,66,66,"LB",5,2,"Left",176,69,"LM",23,"Turkey","Trendyol Süper Lig","Fenerbahçe","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/levent-mercan/252544",NA,NA,NA,NA,NA,"M"
"Bautista Merlini",72,85,66,70,77,41,56,89,81,67,70,62,67,51,59,72,71,65,70,65,69,76,92,90,68,72,75,35,44,41,43,47,52,90,34,69,"CAM",3,4,"Right",167,65,"LW, RM",29,"Argentina","Libertadores","Libertad","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bautista-merlini/233372",NA,NA,NA,NA,NA,"M"
"Sebastián Meza",72,72,70,73,73,33,71,31,35,NA,10,55,11,10,17,37,16,15,23,25,12,15,34,42,70,16,30,10,15,11,13,16,61,28,70,27,"GK",3,1,"Right",185,82,"",24,"Argentina","Primera División","Huracán","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-meza/258180",72,70,73,71,73,"M"
"Fernando Meza",72,67,38,60,68,73,71,68,66,54,32,66,21,33,46,52,58,34,72,64,38,66,73,71,69,67,73,77,74,70,73,71,78,70,70,74,"RB",2,2,"Right",176,74,"CB",34,"Argentina","Sudamericana","Argentinos Jrs.","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fernando-meza/214986",NA,NA,NA,NA,NA,"M"
"Omenuke Mfulu",72,76,54,62,69,70,79,75,76,65,50,62,56,40,49,66,47,45,71,69,44,67,76,70,69,70,71,74,69,69,70,68,84,79,82,68,"CDM",3,2,"Right",182,76,"CM",30,"Congo DR","LALIGA HYPERMOTION","RC Deportivo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/omenuke-mfulu/221556",NA,NA,NA,NA,NA,"M"
"Giannis Michailidis",72,67,51,63,62,72,70,68,67,45,35,70,67,52,53,58,57,49,69,69,63,57,64,59,71,67,64,71,72,72,72,73,77,64,70,75,"CB",3,2,"Left",188,85,"",24,"Greece","Hellas Liga","PAOK FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giannis-michailidis/253136",NA,NA,NA,NA,NA,"M"
"Valentin Mihăilă",72,92,65,65,72,33,59,93,92,66,67,67,59,63,58,65,64,45,68,63,66,72,85,77,63,70,67,25,42,37,30,35,62,83,52,45,"LM",3,3,"Right",180,71,"LW",24,"Romania","Serie A Enilive","Parma","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentin-mihaila/248060",NA,NA,NA,NA,NA,"M"
"Lewis Miley",72,65,61,72,73,64,66,68,63,65,61,67,59,56,49,77,64,59,77,70,65,74,70,67,68,72,78,65,57,62,68,58,68,77,68,49,"CM",4,3,"Right",189,68,"",18,"England","Premier League","Newcastle Utd","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lewis-miley/274246",NA,NA,NA,NA,NA,"M"
"Liam Millar",72,85,65,63,75,52,61,87,84,69,65,66,65,58,56,65,67,56,64,55,68,77,82,79,66,73,65,53,54,49,54,51,71,68,59,53,"LM",3,4,"Right",181,75,"RM, LB, LW",24,"Canada","EFL Championship","Hull City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liam-millar/240925",NA,NA,NA,NA,NA,"M"
"Samy Mmaee",72,63,40,51,57,73,74,63,63,30,36,58,38,24,34,46,46,21,65,51,24,51,66,66,63,60,59,68,73,74,74,73,81,64,78,76,"CB",3,2,"Right",188,83,"",28,"Morocco","Liga Hrvatska","Dinamo Zagreb","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samy-mmaee/224211",NA,NA,NA,NA,NA,"M"
"Horațiu Moldovan",72,73,70,66,74,43,70,45,40,15,17,50,16,14,17,55,11,13,25,28,15,17,55,49,71,15,42,15,12,18,12,11,59,37,55,31,"GK",2,1,"Right",189,82,"",26,"Romania","Serie BKT","Sassuolo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/horatiu-moldovan/251136",73,70,66,70,74,"M"
"Tobias Mølgaard",72,83,44,61,66,71,81,84,82,55,40,55,41,46,38,55,63,38,67,62,55,63,72,74,73,65,64,71,66,71,73,71,87,83,83,70,"CB",4,3,"Right",182,76,"RB",28,"Denmark","3F Superliga","AGF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tobias-m-lgaard/243886",NA,NA,NA,NA,NA,"M"
"Aaron Molinas",72,73,57,72,76,51,63,80,67,70,56,60,60,44,44,76,69,60,73,74,57,75,83,73,71,76,74,54,39,55,52,44,60,75,58,59,"CAM",2,3,"Right",175,73,"CM",24,"Argentina","Sudamericana","Defensa","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron-molinas/256502",NA,NA,NA,NA,NA,"M"
"Joël Monteiro",72,81,68,64,72,47,78,80,82,70,73,70,62,54,56,66,60,40,69,65,58,73,71,67,68,74,66,40,72,48,45,43,90,77,83,65,"LM",3,3,"Right",191,81,"CM, ST, LW",25,"Portugal","CSSL","BSC Young Boys","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-monteiro/258924",NA,NA,NA,NA,NA,"M"
"Kieffer Moore",72,62,69,56,65,46,80,52,71,72,71,76,58,68,67,54,58,45,58,55,62,65,52,44,71,71,68,42,84,39,44,39,88,62,90,73,"ST",3,3,"Right",196,89,"",32,"Wales","EFL Championship","Sheffield Utd","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kieffer-moore/216627",NA,NA,NA,NA,NA,"M"
"Leonardo Morales",72,70,33,52,64,72,76,68,72,53,32,32,30,27,42,43,52,41,65,44,36,62,61,71,71,66,65,72,70,75,71,70,77,83,75,71,"CB",3,2,"Right",180,72,"",33,"Argentina","Primera División","Gimnasia","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leonardo-morales/240640",NA,NA,NA,NA,NA,"M"
"Ilaix Moriba",72,68,70,63,74,65,65,67,69,67,73,73,71,48,49,68,40,47,73,72,46,78,67,59,70,75,69,66,65,60,69,66,69,72,61,64,"CM",4,4,"Right",185,73,"CAM",21,"Guinea","LALIGA EA SPORTS","RC Celta","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ilaix-moriba/259233",NA,NA,NA,NA,NA,"M"
"Patrick Mortensen",72,57,73,60,69,33,84,59,55,74,74,71,71,66,79,69,39,47,70,65,38,68,60,63,75,72,81,26,76,28,30,25,86,85,88,71,"ST",3,2,"Right",190,78,"",35,"Denmark","3F Superliga","AGF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-mortensen/191083",NA,NA,NA,NA,NA,"M"
"Tyler Morton",72,64,59,74,73,66,66,67,61,67,55,62,64,57,57,74,70,71,76,76,74,73,72,70,72,75,75,66,59,67,68,68,65,77,59,70,"CDM",3,3,"Right",178,73,"CM",21,"England","Premier League","Liverpool","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyler-morton/265459",NA,NA,NA,NA,NA,"M"
"Jhon Mosquera",72,73,69,70,71,61,75,72,74,74,69,72,69,56,58,67,74,71,71,64,66,73,69,51,71,73,73,58,75,62,59,55,83,68,74,83,"LM",3,3,"Left",185,72,"LW",34,"Colombia","Česká Liga","Viktoria Plzeň","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jhon-mosquera/235317",NA,NA,NA,NA,NA,"M"
"Franco Moyano",72,68,56,71,70,70,68,67,69,64,51,66,59,41,53,65,68,46,80,71,64,70,68,74,68,71,70,69,66,71,71,70,70,75,64,67,"CDM",3,3,"Right",171,68,"CM",27,"Argentina","Libertadores","Talleres","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-moyano/241931",NA,NA,NA,NA,NA,"M"
"Paul-José Mpoku",72,74,71,73,75,49,70,78,71,70,67,75,74,73,75,72,74,76,73,74,76,76,71,71,74,74,75,56,54,37,57,46,74,74,73,58,"CM",4,4,"Right",180,79,"RW, ST",32,"Congo DR","K League 1","Incheon United","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-jose-mpoku/187858",NA,NA,NA,NA,NA,"M"
"Kerim Mrabti",72,80,71,69,72,52,74,83,77,73,71,72,71,69,71,73,68,59,72,66,62,69,81,88,67,72,71,45,59,45,59,54,79,81,71,70,"LW",3,3,"Right",175,75,"CAM, LM",30,"Sweden","1A Pro League","KV Mechelen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kerim-mrabti/227689",NA,NA,NA,NA,NA,"M"
"Miro Muheim",72,74,64,70,69,68,72,77,72,68,60,71,70,47,51,68,72,69,72,69,69,69,71,71,68,68,65,65,58,71,69,67,73,83,68,66,"LB",3,2,"Left",182,77,"",26,"Switzerland","Bundesliga 2","Hamburger SV","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miro-muheim/232839",NA,NA,NA,NA,NA,"M"
"Florian Müller",72,72,67,71,79,43,68,43,43,11,11,53,12,10,19,42,12,12,32,27,13,18,42,41,70,24,38,19,11,20,11,12,63,34,67,25,"GK",4,1,"Left",190,88,"",26,"Germany","Bundesliga","SC Freiburg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florian-muller/234833",72,67,71,68,79,"M"
"Junior Mwanga",72,68,50,62,68,71,72,67,68,56,51,50,49,43,52,72,38,32,73,68,45,67,61,63,70,72,73,71,69,69,73,69,75,76,71,67,"CDM",3,2,"Right",184,80,"CM",21,"France","Ligue 1 McDonald's","Strasbourg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-mwanga/269184",NA,NA,NA,NA,NA,"M"
"Juan Ignacio Nardoni",72,74,60,70,73,63,80,76,73,70,57,67,59,49,57,71,65,48,76,75,55,72,75,76,68,74,70,65,50,58,70,67,77,81,82,72,"CM",3,3,"Right",180,80,"CDM",22,"Argentina","Sudamericana","Racing Club","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-ignacio-nardoni/253952",NA,NA,NA,NA,NA,"M"
"Ximo Navarro",72,71,47,62,66,71,73,69,73,63,36,64,55,32,48,59,58,42,69,63,61,64,70,69,69,67,68,73,68,74,68,70,73,83,69,72,"RB",3,3,"Right",176,75,"CB, LB",34,"Spain","LALIGA HYPERMOTION","RC Deportivo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ximo-navarro/198023",NA,NA,NA,NA,NA,"M"
"Robert Navarro",72,74,68,68,74,34,63,77,71,68,73,62,64,59,71,71,67,61,70,63,63,73,78,74,71,74,68,40,49,24,34,38,66,67,63,57,"LM",3,4,"Right",178,69,"CM, LW",22,"Spain","LALIGA EA SPORTS","RCD Mallorca","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-navarro/253130",NA,NA,NA,NA,NA,"M"
"Umut Nayir",72,63,70,53,66,31,80,59,66,75,73,74,59,68,74,61,47,45,60,39,43,64,62,47,71,71,67,26,80,27,24,27,87,72,86,75,"ST",2,3,"Right",191,75,"",31,"Turkey","Trendyol Süper Lig","Konyaspor","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/umut-nayir/230624",NA,NA,NA,NA,NA,"M"
"Loïc Négo",72,79,67,68,71,66,66,79,79,68,70,69,61,68,54,59,76,43,70,69,81,71,70,72,74,70,73,68,54,65,68,66,71,68,65,67,"RM",3,3,"Right",181,71,"RW",33,"Hungary","Ligue 1 McDonald's","Havre AC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/loic-nego/188537",NA,NA,NA,NA,NA,"M"
"Phil Neumann",72,87,33,61,67,71,79,83,91,48,28,36,38,28,38,56,68,22,67,60,45,68,64,63,62,71,52,72,69,70,71,70,87,82,81,66,"CB",3,2,"Right",192,91,"",27,"Germany","Bundesliga 2","Hannover 96","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/phil-neumann/236217",NA,NA,NA,NA,NA,"M"
"Nathan Ngoumou",72,86,71,64,71,33,65,83,89,71,70,77,70,65,66,63,66,47,67,60,62,73,67,63,69,73,67,17,46,41,31,34,69,74,67,46,"RM",2,3,"Right",183,74,"RW, LM",24,"France","Bundesliga","M'gladbach","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathan-ngoumou/250724",NA,NA,NA,NA,NA,"M"
"Cheikh Niasse",72,61,44,61,67,71,75,63,60,50,39,58,40,34,55,60,41,41,73,70,55,69,60,57,69,68,66,73,67,69,73,74,76,74,78,66,"CDM",3,2,"Right",188,73,"CM",24,"Senegal","CSSL","BSC Young Boys","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cheikh-niasse/248661",NA,NA,NA,NA,NA,"M"
"Joakim Nilsson",72,59,32,54,54,73,71,53,63,31,31,45,24,23,28,49,40,26,67,65,28,43,62,59,68,63,69,71,73,74,74,66,84,59,76,72,"CB",2,2,"Left",185,78,"",30,"Sweden","MLS","St. Louis CITY SC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joakim-nilsson/210802",NA,NA,NA,NA,NA,"M"
